Min Sang-Gi | 민상기 | Gwangju FC | Defender | 39
Ahn Young-Kyu | 안영규 | Gwangju FC | Defender | 6
Kwak Sung-Hun | 곽성훈 | Gwangju FC | Defender | 15
Kim Yong-Hyuk | 김용혁  | Gwangju FC | Defender | 24
Gong Bae-Hyeon | 공배현 | Gwangju FC | Defender | 26
Lee Min-Gi | 이민기 | Gwangju FC | Defender | 3
Kim Jin-Ho | 김진호 | Gwangju FC | Defender | 27
Park Won-Jae | 박원재 | Gwangju FC | Defender | 33
Ju Se-Jong | 주세종 | Gwangju FC | Midfielder | 8
Moon Min-seo | 문민서 | Gwangju FC | Midfielder | 88
Yu Je-Ho | 유제호 | Gwangju FC | Midfielder | 14
Kang Hui-Su | 강희수 | Gwangju FC | Midfielder | 42
Jung Gyu-Min | 정규민 | Gwangju FC | Midfielder | 79
Choi Kyoung-Rok | 최경록 | Gwangju FC | Midfielder | 10
Jung Ji-Hun | 정지훈 | Gwangju FC | Midfielder | 16
Park Jeong-In | 박정인 | Gwangju FC | Midfielder | 13
Hong Yong-Jun | 홍용준 | Gwangju FC | Midfielder | 99
Ha Seung-Un | 하승운 | Gwangju FC | Midfielder | 9
Kwon Sung-Yun | 권성윤 | Gwangju FC | Midfielder | 22
Ahn Hyeok-Ju | 안혁주 | Gwangju FC | Midfielder | 30
Shin Chang-Moo | 신창무 | Gwangju FC | Midfielder | 40
Oh Ha-Jong | 오하종 | Gwangju FC | Midfielder | 77
Kim Yun-Ho | 김윤호 | Gwangju FC | Forward | 25
Hólmbert Aron Fridjónsson | 프리드욘슨 | Gwangju FC | Forward | 11
